txn_id,date_key,timestamp,merchant_id,bank_id,method_id,amount,status,error_category,latency_ms,mdr_rate_pct
TXN_0024121,2026-06-03,2026-06-03 15:24:38,M_103,BNK_01,PM_04,4246.01,SUCCESS,NONE,1017,0.009
TXN_0024122,2026-06-08,2026-06-08 14:38:53,M_103,BNK_01,PM_03,1825.8,SUCCESS,NONE,753,0.0185
TXN_0024123,2026-06-28,2026-06-28 09:07:03,M_101,BNK_03,PM_03,1054.5,SUCCESS,NONE,829,0.0185
TXN_0024124,2026-07-31,2026-07-31 15:29:00,M_102,BNK_04,PM_04,215.34,SUCCESS,NONE,1044,0.009
TXN_0024125,2026-07-02,2026-07-02 23:35:15,M_107,BNK_01,PM_05,3079.84,SUCCESS,NONE,1504,0.015
TXN_0024126,2026-06-04,2026-06-04 22:15:44,M_103,BNK_01,PM_03,4721.05,SUCCESS,NONE,1024,0.0185
TXN_0024127,2026-08-19,2026-08-19 12:08:11,M_101,BNK_05,PM_05,1226.8,SUCCESS,NONE,921,0.015
TXN_0024128,2026-07-26,2026-07-26 14:16:14,M_106,BNK_04,PM_03,3754.28,SUCCESS,NONE,571,0.0185
TXN_0024129,2026-06-02,2026-06-02 06:44:34,M_106,BNK_03,PM_05,398.16,SUCCESS,NONE,1554,0.015
TXN_0024130,2026-06-29,2026-06-29 10:48:18,M_106,BNK_01,PM_04,2459.79,USER_DROPPED,AUTH_TIMEOUT,6182,0.009
TXN_0024131,2026-08-15,2026-08-15 04:46:27,M_103,BNK_03,PM_02,3465.5,SUCCESS,NONE,1338,0.0185
TXN_0024132,2026-07-28,2026-07-28 23:28:33,M_107,BNK_04,PM_01,1449.14,FAILED,AUTH_TIMEOUT,4665,0.0
TXN_0024133,2026-07-10,2026-07-10 01:13:17,M_103,BNK_05,PM_04,2386.27,SUCCESS,NONE,1050,0.009
TXN_0024134,2026-06-14,2026-06-14 23:57:54,M_107,BNK_01,PM_03,2280.22,SUCCESS,NONE,1125,0.0185
TXN_0024135,2026-07-02,2026-07-02 16:00:39,M_107,BNK_01,PM_04,1338.15,FAILED,NETWORK_FAILURE,5139,0.009
TXN_0024136,2026-08-15,2026-08-15 08:39:10,M_103,BNK_01,PM_02,4041.45,SUCCESS,NONE,1153,0.0185
TXN_0024137,2026-07-22,2026-07-22 21:59:37,M_106,BNK_05,PM_05,3770.33,SUCCESS,NONE,1276,0.015
TXN_0024138,2026-06-07,2026-06-07 02:27:18,M_104,BNK_01,PM_04,8325.85,SUCCESS,NONE,1361,0.009
TXN_0024139,2026-07-08,2026-07-08 09:58:22,M_107,BNK_01,PM_02,2116.7,SUCCESS,NONE,1292,0.0185
TXN_0024140,2026-06-22,2026-06-22 17:46:02,M_107,BNK_01,PM_05,3854.07,SUCCESS,NONE,1061,0.015
TXN_0024141,2026-07-06,2026-07-06 01:03:40,M_103,BNK_04,PM_02,3409.02,SUCCESS,NONE,1089,0.0185
TXN_0024142,2026-06-24,2026-06-24 03:02:03,M_102,BNK_05,PM_02,2846.45,SUCCESS,NONE,1333,0.0185
TXN_0024143,2026-06-27,2026-06-27 13:10:09,M_103,BNK_02,PM_04,2841.93,SUCCESS,NONE,1332,0.009
TXN_0024144,2026-06-17,2026-06-17 08:50:36,M_107,BNK_03,PM_05,210.73,SUCCESS,NONE,1450,0.015
TXN_0024145,2026-08-10,2026-08-10 22:30:08,M_105,BNK_03,PM_04,708.58,SUCCESS,NONE,1265,0.009
TXN_0024146,2026-07-05,2026-07-05 11:15:33,M_101,BNK_03,PM_05,926.48,SUCCESS,NONE,1278,0.015
TXN_0024147,2026-08-09,2026-08-09 02:54:44,M_104,BNK_01,PM_03,12037.38,SUCCESS,NONE,966,0.0185
TXN_0024148,2026-07-21,2026-07-21 19:19:32,M_107,BNK_01,PM_04,4206.55,SUCCESS,NONE,925,0.009
TXN_0024149,2026-08-14,2026-08-14 06:38:56,M_105,BNK_05,PM_05,697.93,SUCCESS,NONE,1334,0.015
TXN_0024150,2026-07-04,2026-07-04 09:16:11,M_105,BNK_03,PM_01,1092.74,SUCCESS,NONE,927,0.0
TXN_0024151,2026-06-10,2026-06-10 13:25:07,M_105,BNK_03,PM_02,716.87,SUCCESS,NONE,1093,0.0185
TXN_0024152,2026-06-13,2026-06-13 00:16:26,M_106,BNK_03,PM_02,842.87,SUCCESS,NONE,1513,0.0185
TXN_0024153,2026-07-08,2026-07-08 21:32:58,M_107,BNK_05,PM_02,639.35,SUCCESS,NONE,1466,0.0185
TXN_0024154,2026-06-16,2026-06-16 12:55:12,M_105,BNK_01,PM_05,839.94,SUCCESS,NONE,1190,0.015
TXN_0024155,2026-06-18,2026-06-18 15:34:21,M_101,BNK_01,PM_01,1632.3,SUCCESS,NONE,1011,0.0
TXN_0024156,2026-07-27,2026-07-27 09:06:21,M_104,BNK_04,PM_01,12914.24,SUCCESS,NONE,1062,0.0065
TXN_0024157,2026-07-24,2026-07-24 19:51:40,M_104,BNK_05,PM_04,17661.8,SUCCESS,NONE,1360,0.009
TXN_0024158,2026-06-20,2026-06-20 01:52:46,M_104,BNK_05,PM_04,10197.44,SUCCESS,NONE,1089,0.009
TXN_0024159,2026-08-11,2026-08-11 00:34:22,M_106,BNK_03,PM_02,1970.72,SUCCESS,NONE,932,0.0185
TXN_0024160,2026-06-20,2026-06-20 22:45:43,M_101,BNK_03,PM_04,1452.46,FAILED,INSUFFICIENT_FUNDS,4894,0.009
TXN_0024161,2026-06-06,2026-06-06 13:23:31,M_103,BNK_02,PM_01,767.78,SUCCESS,NONE,1154,0.0
TXN_0024162,2026-06-18,2026-06-18 05:54:54,M_105,BNK_05,PM_02,795.97,SUCCESS,NONE,926,0.0185
TXN_0024163,2026-07-29,2026-07-29 10:59:38,M_103,BNK_03,PM_05,1634.34,SUCCESS,NONE,1243,0.015
TXN_0024164,2026-06-07,2026-06-07 17:55:32,M_102,BNK_05,PM_04,804.91,FAILED,INSUFFICIENT_FUNDS,4674,0.009
TXN_0024165,2026-06-08,2026-06-08 10:38:57,M_103,BNK_04,PM_01,1958.73,SUCCESS,NONE,797,0.0
TXN_0024166,2026-06-08,2026-06-08 13:06:59,M_106,BNK_01,PM_05,3273.72,SUCCESS,NONE,1039,0.015
TXN_0024167,2026-06-30,2026-06-30 14:11:13,M_103,BNK_01,PM_03,724.15,SUCCESS,NONE,1025,0.0185
TXN_0024168,2026-06-15,2026-06-15 02:51:49,M_105,BNK_04,PM_04,1150.05,SUCCESS,NONE,1235,0.009
TXN_0024169,2026-08-05,2026-08-05 17:03:43,M_101,BNK_04,PM_05,1192.49,SUCCESS,NONE,1289,0.015
TXN_0024170,2026-07-27,2026-07-27 03:22:18,M_107,BNK_01,PM_02,3747.47,SUCCESS,NONE,934,0.0185
TXN_0024171,2026-07-26,2026-07-26 06:02:40,M_104,BNK_03,PM_01,13100.96,SUCCESS,NONE,652,0.0065
TXN_0024172,2026-07-17,2026-07-17 00:19:07,M_106,BNK_02,PM_04,311.2,SUCCESS,NONE,1409,0.009
TXN_0024173,2026-07-16,2026-07-16 21:30:05,M_105,BNK_01,PM_04,161.51,SUCCESS,NONE,764,0.009
TXN_0024174,2026-07-10,2026-07-10 04:59:43,M_106,BNK_01,PM_04,4207.88,SUCCESS,NONE,1181,0.009
TXN_0024175,2026-07-31,2026-07-31 13:56:47,M_107,BNK_03,PM_04,3521.77,SUCCESS,NONE,1060,0.009
TXN_0024176,2026-08-07,2026-08-07 08:47:01,M_107,BNK_04,PM_01,4631.31,SUCCESS,NONE,1148,0.0065
TXN_0024177,2026-06-13,2026-06-13 19:15:59,M_101,BNK_05,PM_01,204.9,SUCCESS,NONE,1595,0.0
TXN_0024178,2026-08-06,2026-08-06 18:48:33,M_101,BNK_04,PM_05,1382.43,SUCCESS,NONE,2011,0.015
TXN_0024179,2026-06-08,2026-06-08 10:38:57,M_105,BNK_03,PM_04,363.44,FAILED,ISSUER_DOWNTIME,2329,0.009
TXN_0024180,2026-07-14,2026-07-14 01:38:49,M_101,BNK_02,PM_01,1046.07,SUCCESS,NONE,1395,0.0
TXN_0024181,2026-08-07,2026-08-07 13:32:02,M_105,BNK_04,PM_05,968.83,SUCCESS,NONE,1053,0.015
TXN_0024182,2026-07-14,2026-07-14 05:40:01,M_102,BNK_04,PM_01,342.06,FAILED,ISSUER_DOWNTIME,4743,0.0
TXN_0024183,2026-06-28,2026-06-28 08:20:49,M_107,BNK_03,PM_05,2649.52,SUCCESS,NONE,1387,0.015
TXN_0024184,2026-08-01,2026-08-01 05:38:54,M_103,BNK_05,PM_04,2228.84,SUCCESS,NONE,1522,0.009
TXN_0024185,2026-07-05,2026-07-05 22:45:09,M_106,BNK_02,PM_05,2591.94,SUCCESS,NONE,1185,0.015
TXN_0024186,2026-08-08,2026-08-08 05:56:29,M_101,BNK_04,PM_03,1953.47,SUCCESS,NONE,833,0.0185
TXN_0024187,2026-07-16,2026-07-16 11:08:34,M_103,BNK_04,PM_03,1001.65,SUCCESS,NONE,1378,0.0185
TXN_0024188,2026-08-20,2026-08-20 23:47:00,M_107,BNK_01,PM_02,2672.17,SUCCESS,NONE,1135,0.0185
TXN_0024189,2026-08-19,2026-08-19 14:10:58,M_102,BNK_05,PM_05,4247.27,SUCCESS,NONE,1029,0.015
TXN_0024190,2026-06-19,2026-06-19 00:20:14,M_102,BNK_03,PM_04,2804.98,SUCCESS,NONE,957,0.009
TXN_0024191,2026-06-04,2026-06-04 23:50:49,M_104,BNK_01,PM_05,4602.42,SUCCESS,NONE,1401,0.015
TXN_0024192,2026-06-19,2026-06-19 02:46:07,M_102,BNK_02,PM_05,2023.52,SUCCESS,NONE,1581,0.015
TXN_0024193,2026-07-14,2026-07-14 09:04:29,M_107,BNK_03,PM_04,857.97,SUCCESS,NONE,741,0.009
TXN_0024194,2026-07-20,2026-07-20 00:39:43,M_107,BNK_01,PM_05,4692.63,SUCCESS,NONE,1286,0.015
TXN_0024195,2026-07-16,2026-07-16 05:05:19,M_104,BNK_04,PM_02,17004.11,SUCCESS,NONE,988,0.0185
TXN_0024196,2026-08-12,2026-08-12 14:30:30,M_101,BNK_03,PM_05,1858.2,SUCCESS,NONE,659,0.015
TXN_0024197,2026-08-05,2026-08-05 21:08:40,M_106,BNK_05,PM_05,2962.49,SUCCESS,NONE,1144,0.015
TXN_0024198,2026-08-08,2026-08-08 20:34:25,M_102,BNK_01,PM_02,3437.5,SUCCESS,NONE,850,0.0185
TXN_0024199,2026-06-02,2026-06-02 13:11:39,M_106,BNK_04,PM_04,331.66,SUCCESS,NONE,626,0.009
TXN_0024200,2026-07-17,2026-07-17 02:39:07,M_106,BNK_03,PM_02,4284.97,SUCCESS,NONE,865,0.0185
TXN_0024201,2026-08-13,2026-08-13 01:19:43,M_105,BNK_03,PM_05,898.16,SUCCESS,NONE,791,0.015
TXN_0024202,2026-08-02,2026-08-02 04:53:04,M_107,BNK_01,PM_01,2867.77,SUCCESS,NONE,905,0.0065
TXN_0024203,2026-06-01,2026-06-01 00:55:15,M_101,BNK_01,PM_04,1938.67,SUCCESS,NONE,702,0.009
TXN_0024204,2026-08-10,2026-08-10 16:56:17,M_101,BNK_04,PM_02,1126.45,SUCCESS,NONE,981,0.0185
TXN_0024205,2026-06-19,2026-06-19 10:29:08,M_104,BNK_03,PM_03,7967.85,SUCCESS,NONE,886,0.0185
TXN_0024206,2026-07-16,2026-07-16 08:37:55,M_101,BNK_01,PM_05,1340.85,SUCCESS,NONE,1212,0.015
TXN_0024207,2026-08-20,2026-08-20 01:07:55,M_106,BNK_05,PM_01,1911.12,USER_DROPPED,AUTH_TIMEOUT,6212,0.0
TXN_0024208,2026-06-23,2026-06-23 08:14:06,M_104,BNK_04,PM_02,10468.99,SUCCESS,NONE,1178,0.0185
TXN_0024209,2026-06-06,2026-06-06 03:18:50,M_107,BNK_05,PM_04,850.29,SUCCESS,NONE,1029,0.009
TXN_0024210,2026-08-16,2026-08-16 07:17:37,M_103,BNK_04,PM_03,1145.59,USER_DROPPED,AUTH_TIMEOUT,5185,0.0185
TXN_0024211,2026-06-07,2026-06-07 09:45:02,M_107,BNK_02,PM_01,2402.13,SUCCESS,NONE,848,0.0065
TXN_0024212,2026-07-18,2026-07-18 04:57:17,M_105,BNK_04,PM_01,1099.48,SUCCESS,NONE,856,0.0
TXN_0024213,2026-07-30,2026-07-30 02:33:25,M_104,BNK_02,PM_05,12348.82,SUCCESS,NONE,1311,0.015
TXN_0024214,2026-08-15,2026-08-15 00:20:12,M_102,BNK_05,PM_01,4680.62,SUCCESS,NONE,572,0.0065
TXN_0024215,2026-08-08,2026-08-08 20:57:42,M_101,BNK_01,PM_03,212.85,SUCCESS,NONE,1075,0.0185
TXN_0024216,2026-07-11,2026-07-11 17:20:08,M_101,BNK_04,PM_03,626.0,SUCCESS,NONE,1002,0.0185
TXN_0024217,2026-07-03,2026-07-03 10:58:01,M_104,BNK_05,PM_01,2860.51,SUCCESS,NONE,1279,0.0065
TXN_0024218,2026-08-07,2026-08-07 18:18:26,M_107,BNK_05,PM_03,2398.17,SUCCESS,NONE,672,0.0185
TXN_0024219,2026-08-12,2026-08-12 03:11:06,M_101,BNK_03,PM_01,1177.39,FAILED,AUTH_TIMEOUT,3811,0.0
TXN_0024220,2026-06-21,2026-06-21 08:43:55,M_103,BNK_04,PM_03,2716.57,FAILED,AUTH_TIMEOUT,4108,0.0185
TXN_0024221,2026-06-13,2026-06-13 14:58:32,M_106,BNK_01,PM_05,4624.67,SUCCESS,NONE,528,0.015
TXN_0024222,2026-06-05,2026-06-05 06:10:46,M_102,BNK_01,PM_04,3911.02,SUCCESS,NONE,777,0.009
TXN_0024223,2026-06-08,2026-06-08 12:16:36,M_102,BNK_05,PM_04,3544.27,SUCCESS,NONE,1072,0.009
TXN_0024224,2026-07-20,2026-07-20 07:47:22,M_101,BNK_02,PM_05,659.57,SUCCESS,NONE,1254,0.015
TXN_0024225,2026-07-07,2026-07-07 04:42:20,M_102,BNK_03,PM_02,3111.68,SUCCESS,NONE,1154,0.0185
TXN_0024226,2026-07-31,2026-07-31 11:33:39,M_106,BNK_05,PM_04,4010.48,FAILED,ISSUER_DOWNTIME,4304,0.009
TXN_0024227,2026-07-16,2026-07-16 00:51:28,M_102,BNK_05,PM_02,4512.69,SUCCESS,NONE,776,0.0185
TXN_0024228,2026-07-20,2026-07-20 00:12:02,M_106,BNK_05,PM_05,1798.41,SUCCESS,NONE,623,0.015
TXN_0024229,2026-06-30,2026-06-30 15:02:41,M_102,BNK_02,PM_04,2584.64,SUCCESS,NONE,1125,0.009
TXN_0024230,2026-06-20,2026-06-20 17:35:22,M_103,BNK_01,PM_04,3493.78,SUCCESS,NONE,731,0.009
TXN_0024231,2026-06-26,2026-06-26 08:34:59,M_102,BNK_04,PM_04,4244.66,SUCCESS,NONE,840,0.009
TXN_0024232,2026-08-07,2026-08-07 06:06:51,M_103,BNK_03,PM_02,1579.63,SUCCESS,NONE,1379,0.0185
TXN_0024233,2026-07-04,2026-07-04 02:03:12,M_104,BNK_02,PM_05,7767.48,SUCCESS,NONE,1156,0.015
TXN_0024234,2026-07-08,2026-07-08 19:59:01,M_103,BNK_03,PM_03,1993.45,SUCCESS,NONE,929,0.0185
TXN_0024235,2026-06-23,2026-06-23 19:53:16,M_101,BNK_02,PM_04,1058.36,SUCCESS,NONE,890,0.009
TXN_0024236,2026-07-11,2026-07-11 06:20:19,M_101,BNK_01,PM_04,1942.08,SUCCESS,NONE,1286,0.009
TXN_0024237,2026-06-20,2026-06-20 17:35:09,M_101,BNK_05,PM_05,1461.03,SUCCESS,NONE,1163,0.015
TXN_0024238,2026-07-21,2026-07-21 06:57:08,M_102,BNK_05,PM_02,1228.22,SUCCESS,NONE,735,0.0185
TXN_0024239,2026-06-03,2026-06-03 09:01:37,M_103,BNK_03,PM_03,1101.69,SUCCESS,NONE,515,0.0185
TXN_0024240,2026-07-09,2026-07-09 20:58:19,M_107,BNK_03,PM_04,370.26,SUCCESS,NONE,1664,0.009
TXN_0024241,2026-06-13,2026-06-13 06:22:04,M_101,BNK_02,PM_03,2434.1,SUCCESS,NONE,733,0.0185
TXN_0024242,2026-07-20,2026-07-20 06:07:00,M_104,BNK_04,PM_04,14520.12,USER_DROPPED,AUTH_TIMEOUT,6133,0.009
TXN_0024243,2026-07-21,2026-07-21 16:16:07,M_102,BNK_04,PM_05,3815.13,SUCCESS,NONE,1553,0.015
TXN_0024244,2026-07-29,2026-07-29 01:42:43,M_105,BNK_05,PM_02,371.32,SUCCESS,NONE,1144,0.0185
TXN_0024245,2026-07-12,2026-07-12 05:22:45,M_106,BNK_02,PM_01,753.46,SUCCESS,NONE,919,0.0
TXN_0024246,2026-06-09,2026-06-09 00:35:20,M_103,BNK_03,PM_01,3440.34,SUCCESS,NONE,672,0.0065
TXN_0024247,2026-08-04,2026-08-04 09:38:35,M_101,BNK_03,PM_02,1432.25,FAILED,INSUFFICIENT_FUNDS,2503,0.0185
TXN_0024248,2026-07-25,2026-07-25 01:00:25,M_105,BNK_05,PM_05,576.19,SUCCESS,NONE,1213,0.015
TXN_0024249,2026-07-28,2026-07-28 18:11:28,M_105,BNK_02,PM_03,638.3,FAILED,ISSUER_DOWNTIME,5105,0.0185
TXN_0024250,2026-07-18,2026-07-18 19:51:01,M_107,BNK_01,PM_04,2362.7,SUCCESS,NONE,981,0.009
TXN_0024251,2026-06-11,2026-06-11 14:00:06,M_103,BNK_03,PM_04,292.83,SUCCESS,NONE,933,0.009
TXN_0024252,2026-06-10,2026-06-10 15:30:22,M_101,BNK_04,PM_04,769.54,SUCCESS,NONE,1309,0.009
TXN_0024253,2026-06-19,2026-06-19 09:14:05,M_103,BNK_01,PM_04,2832.2,SUCCESS,NONE,894,0.009
TXN_0024254,2026-06-12,2026-06-12 16:16:29,M_106,BNK_01,PM_05,4767.23,SUCCESS,NONE,1182,0.015
TXN_0024255,2026-06-05,2026-06-05 07:00:26,M_106,BNK_05,PM_03,1135.28,SUCCESS,NONE,1112,0.0185
TXN_0024256,2026-08-11,2026-08-11 09:31:28,M_107,BNK_05,PM_05,3764.87,SUCCESS,NONE,977,0.015
TXN_0024257,2026-08-02,2026-08-02 04:25:05,M_103,BNK_02,PM_05,3910.71,SUCCESS,NONE,1095,0.015
TXN_0024258,2026-07-23,2026-07-23 13:14:56,M_103,BNK_05,PM_05,4226.81,SUCCESS,NONE,1628,0.015
TXN_0024259,2026-06-06,2026-06-06 00:46:00,M_105,BNK_03,PM_01,636.36,SUCCESS,NONE,1281,0.0
TXN_0024260,2026-06-22,2026-06-22 07:59:29,M_103,BNK_03,PM_03,1535.22,SUCCESS,NONE,1427,0.0185
TXN_0024261,2026-06-30,2026-06-30 07:12:15,M_102,BNK_02,PM_05,4465.78,SUCCESS,NONE,824,0.015
TXN_0024262,2026-08-04,2026-08-04 22:13:19,M_105,BNK_01,PM_04,90.05,SUCCESS,NONE,1428,0.009
TXN_0024263,2026-08-20,2026-08-20 14:55:18,M_101,BNK_01,PM_05,2392.86,SUCCESS,NONE,1291,0.015
TXN_0024264,2026-07-29,2026-07-29 09:53:49,M_102,BNK_03,PM_02,2274.96,SUCCESS,NONE,650,0.0185
TXN_0024265,2026-07-30,2026-07-30 04:58:01,M_105,BNK_02,PM_03,75.66,SUCCESS,NONE,1261,0.0185
TXN_0024266,2026-06-11,2026-06-11 13:51:00,M_104,BNK_04,PM_03,10015.3,SUCCESS,NONE,946,0.0185
TXN_0024267,2026-06-07,2026-06-07 06:15:50,M_103,BNK_02,PM_05,941.86,FAILED,ISSUER_DOWNTIME,2408,0.015
TXN_0024268,2026-06-23,2026-06-23 02:42:14,M_107,BNK_04,PM_01,2863.78,SUCCESS,NONE,1138,0.0065
TXN_0024269,2026-06-27,2026-06-27 10:19:38,M_106,BNK_01,PM_02,1943.89,SUCCESS,NONE,1261,0.0185
TXN_0024270,2026-06-03,2026-06-03 18:59:30,M_106,BNK_04,PM_01,333.26,SUCCESS,NONE,1145,0.0
TXN_0024271,2026-07-19,2026-07-19 06:17:45,M_101,BNK_05,PM_01,242.5,SUCCESS,NONE,1067,0.0
TXN_0024272,2026-08-18,2026-08-18 21:53:28,M_102,BNK_04,PM_04,4342.22,SUCCESS,NONE,1000,0.009
TXN_0024273,2026-08-02,2026-08-02 05:21:22,M_103,BNK_04,PM_05,888.1,FAILED,ISSUER_DOWNTIME,6019,0.015
TXN_0024274,2026-08-07,2026-08-07 07:18:16,M_102,BNK_03,PM_01,4504.84,SUCCESS,NONE,745,0.0065
TXN_0024275,2026-07-01,2026-07-01 22:22:01,M_102,BNK_04,PM_05,616.02,SUCCESS,NONE,1361,0.015
TXN_0024276,2026-08-08,2026-08-08 18:12:00,M_105,BNK_03,PM_03,1111.59,SUCCESS,NONE,1104,0.0185
TXN_0024277,2026-06-28,2026-06-28 06:26:31,M_103,BNK_04,PM_03,4583.5,SUCCESS,NONE,843,0.0185
TXN_0024278,2026-06-20,2026-06-20 13:33:51,M_104,BNK_03,PM_05,15625.55,SUCCESS,NONE,1085,0.015
TXN_0024279,2026-06-02,2026-06-02 22:20:22,M_106,BNK_02,PM_01,3144.68,SUCCESS,NONE,682,0.0065
TXN_0024280,2026-08-10,2026-08-10 16:02:10,M_106,BNK_01,PM_05,314.89,SUCCESS,NONE,921,0.015
TXN_0024281,2026-07-27,2026-07-27 02:22:47,M_103,BNK_02,PM_01,2698.28,USER_DROPPED,AUTH_TIMEOUT,5443,0.0065
TXN_0024282,2026-06-15,2026-06-15 11:44:21,M_107,BNK_04,PM_05,1329.04,SUCCESS,NONE,634,0.015
TXN_0024283,2026-06-28,2026-06-28 05:32:25,M_107,BNK_05,PM_04,1001.49,SUCCESS,NONE,1251,0.009
TXN_0024284,2026-07-27,2026-07-27 23:08:16,M_105,BNK_05,PM_01,165.52,SUCCESS,NONE,810,0.0
TXN_0024285,2026-06-17,2026-06-17 10:29:40,M_104,BNK_05,PM_03,6858.7,SUCCESS,NONE,664,0.0185
TXN_0024286,2026-08-08,2026-08-08 18:46:53,M_107,BNK_04,PM_03,316.7,SUCCESS,NONE,775,0.0185
TXN_0024287,2026-08-10,2026-08-10 21:23:36,M_106,BNK_03,PM_05,3392.67,SUCCESS,NONE,1752,0.015
TXN_0024288,2026-07-19,2026-07-19 04:49:07,M_101,BNK_01,PM_01,1465.53,SUCCESS,NONE,506,0.0
TXN_0024289,2026-07-14,2026-07-14 02:08:48,M_105,BNK_01,PM_04,665.46,SUCCESS,NONE,1230,0.009
TXN_0024290,2026-08-19,2026-08-19 23:17:39,M_106,BNK_02,PM_04,4036.59,SUCCESS,NONE,874,0.009
TXN_0024291,2026-07-22,2026-07-22 17:46:59,M_105,BNK_01,PM_01,145.91,SUCCESS,NONE,994,0.0
TXN_0024292,2026-08-14,2026-08-14 13:38:20,M_102,BNK_05,PM_01,1016.76,FAILED,ISSUER_DOWNTIME,4343,0.0
TXN_0024293,2026-06-24,2026-06-24 01:08:26,M_101,BNK_03,PM_03,1144.06,SUCCESS,NONE,1266,0.0185
TXN_0024294,2026-07-16,2026-07-16 05:32:09,M_107,BNK_05,PM_04,3142.98,SUCCESS,NONE,895,0.009
TXN_0024295,2026-08-15,2026-08-15 02:13:59,M_106,BNK_05,PM_02,1744.68,SUCCESS,NONE,692,0.0185
TXN_0024296,2026-08-14,2026-08-14 02:33:44,M_102,BNK_01,PM_03,3389.05,SUCCESS,NONE,1286,0.0185
TXN_0024297,2026-07-09,2026-07-09 04:14:22,M_103,BNK_03,PM_05,3631.57,SUCCESS,NONE,1265,0.015
TXN_0024298,2026-08-10,2026-08-10 13:23:59,M_106,BNK_01,PM_01,3092.14,SUCCESS,NONE,1014,0.0065
TXN_0024299,2026-07-02,2026-07-02 18:59:37,M_102,BNK_05,PM_02,4422.79,SUCCESS,NONE,1232,0.0185
TXN_0024300,2026-07-20,2026-07-20 01:14:08,M_105,BNK_02,PM_02,368.99,USER_DROPPED,AUTH_TIMEOUT,4965,0.0185
TXN_0024301,2026-07-19,2026-07-19 15:57:03,M_104,BNK_02,PM_02,6372.24,SUCCESS,NONE,851,0.0185
TXN_0024302,2026-06-03,2026-06-03 18:04:28,M_107,BNK_04,PM_05,1519.37,SUCCESS,NONE,1101,0.015
TXN_0024303,2026-06-27,2026-06-27 13:36:36,M_105,BNK_04,PM_03,614.58,SUCCESS,NONE,1255,0.0185
TXN_0024304,2026-07-07,2026-07-07 06:22:04,M_103,BNK_04,PM_01,2619.67,FAILED,INSUFFICIENT_FUNDS,4078,0.0065
TXN_0024305,2026-06-09,2026-06-09 12:31:58,M_105,BNK_01,PM_03,342.86,FAILED,AUTH_TIMEOUT,4258,0.0185
TXN_0024306,2026-06-17,2026-06-17 16:59:04,M_104,BNK_01,PM_04,4046.12,SUCCESS,NONE,871,0.009
TXN_0024307,2026-08-04,2026-08-04 09:52:23,M_102,BNK_05,PM_03,4652.39,SUCCESS,NONE,1574,0.0185
TXN_0024308,2026-08-15,2026-08-15 00:18:23,M_104,BNK_03,PM_01,9925.06,SUCCESS,NONE,997,0.0065
TXN_0024309,2026-06-30,2026-06-30 04:57:13,M_102,BNK_01,PM_05,4723.59,SUCCESS,NONE,1064,0.015
TXN_0024310,2026-07-20,2026-07-20 09:17:09,M_107,BNK_01,PM_01,1780.32,SUCCESS,NONE,704,0.0
TXN_0024311,2026-07-09,2026-07-09 16:10:14,M_102,BNK_03,PM_03,555.12,SUCCESS,NONE,1041,0.0185
TXN_0024312,2026-06-28,2026-06-28 00:46:04,M_103,BNK_04,PM_02,4383.23,FAILED,INSUFFICIENT_FUNDS,4279,0.0185
TXN_0024313,2026-07-28,2026-07-28 03:48:41,M_103,BNK_01,PM_03,3449.25,SUCCESS,NONE,1328,0.0185
TXN_0024314,2026-07-21,2026-07-21 03:33:42,M_101,BNK_01,PM_05,2209.87,SUCCESS,NONE,1568,0.015
TXN_0024315,2026-06-09,2026-06-09 05:57:58,M_106,BNK_01,PM_03,2929.99,SUCCESS,NONE,1256,0.0185
TXN_0024316,2026-07-20,2026-07-20 15:52:02,M_101,BNK_04,PM_02,1989.83,SUCCESS,NONE,1183,0.0185
TXN_0024317,2026-08-10,2026-08-10 07:21:24,M_107,BNK_04,PM_05,3327.31,SUCCESS,NONE,966,0.015
TXN_0024318,2026-06-22,2026-06-22 20:36:45,M_106,BNK_03,PM_04,824.76,SUCCESS,NONE,901,0.009
TXN_0024319,2026-06-13,2026-06-13 23:19:17,M_105,BNK_01,PM_01,824.0,SUCCESS,NONE,1391,0.0
TXN_0024320,2026-08-12,2026-08-12 20:33:28,M_102,BNK_02,PM_01,512.84,SUCCESS,NONE,1385,0.0
TXN_0024321,2026-08-13,2026-08-13 19:48:23,M_104,BNK_03,PM_04,10345.6,FAILED,NETWORK_FAILURE,2830,0.009
TXN_0024322,2026-06-04,2026-06-04 05:31:40,M_104,BNK_02,PM_04,2605.79,SUCCESS,NONE,1316,0.009
TXN_0024323,2026-06-17,2026-06-17 15:31:04,M_104,BNK_02,PM_02,10383.3,SUCCESS,NONE,1295,0.0185
TXN_0024324,2026-07-01,2026-07-01 08:27:25,M_103,BNK_01,PM_05,401.65,SUCCESS,NONE,765,0.015
TXN_0024325,2026-06-06,2026-06-06 09:53:38,M_102,BNK_04,PM_05,2079.38,SUCCESS,NONE,1262,0.015
TXN_0024326,2026-06-02,2026-06-02 01:18:50,M_106,BNK_03,PM_02,435.9,SUCCESS,NONE,785,0.0185
TXN_0024327,2026-06-26,2026-06-26 17:00:36,M_101,BNK_03,PM_05,1310.05,SUCCESS,NONE,371,0.015
TXN_0024328,2026-07-30,2026-07-30 07:53:31,M_103,BNK_01,PM_05,2059.72,SUCCESS,NONE,1051,0.015
